idno,litter_size,number_male,number_female,sire
1236,1,0,1,4216
1219,7,4,3,245
1225,6,3,3,2321
1239,6,2,3,2321
1227,6,4,2,3889
1238,5,2,2,4216
1234,9,6,3,6054
1229,1,,1,4862
1242,2,1,0,5586
1248,8,2,6,3571
1250,5,3,2,5377
1247,7,3,4,1143
1245,8,8,0,5190
1249,4,3,1,65
1251,10,4,4,5196
1244,9,3,6,120
1252,10,3,3,4807
1246,7,1,6,3125
1294,4,0,2,5912
1266,3,2,1,3730
1270,6,3,3,8
1276,3,1,2,4337
1273,5,4,1,8
1285,3,0,2,8
1259,3,3,0,2474
1290,3,1,1,1264
1277,3,2,1,5916
1265,1,0,1,1168
1289,6,2,3,1991
1256,8,5,3,8
1264,3,2,1,3716
1260,2,0,2,1168
1295,3,1,0,4316
1254,5,2,3,1953
1282,6,1,4,2474
1288,6,4,1,3688
1271,1,0,1,1168
1255,1,0,1,3716
1287,8,5,2,3716
1261,6,3,3,2676
1278,6,4,2,1280
1284,3,2,0,3716
1283,3,1,1,8
1267,3,2,1,3716
1258,3,1,2,2474
1281,8,4,3,5845
1253,5,1,4,3730
1298,5,1,1,2474
1269,3,2,1,4323
1292,4,3,0,4323
1268,7,5,2,8
1291,2,0,1,4323
1272,4,2,2,1264
1286,3,1,1,1264
1257,5,1,4,2483
1280,3,0,2,1953
1279,5,4,1,8
1275,1,1,0,4316
1262,5,3,2,4316
1263,5,2,3,8
1274,5,2,3,3716
1296,4,1,1,4316
1293,3,1,0,1440
1297,3,1,0,8
1304,10,5,4,5535
1299,9,6,3,234
1300,5,5,0,3242
1305,8,3,3,3242
1303,5,2,2,5429
1307,6,0,3,1876
1302,8,3,4,3640
1301,5,3,2,3243
1306,6,4,0,3858
1313,7,6,1,1662
1366,11,4,7,639
1314,5,2,3,91
1368,8,5,3,5421
1391,11,7,4,4152
1393,6,4,2,5556
1334,7,4,3,4370
1337,10,1,9,4246
1319,7,4,3,2068
1410,2,0,2,368
1346,4,2,2,4319
1367,5,1,4,4152
1331,9,3,6,4370
1407,4,1,3,2288
1342,8,6,2,5880
1318,11,3,8,4307
1399,9,4,5,5566
1361,3,3,0,4152
1315,6,3,3,4370
1357,6,1,5,2960
1411,2,0,2,5413
1360,7,5,2,4235
1418,2,1,1,4303
1308,7,3,4,674
1352,10,4,6,4307
1430,5,2,2,4312
1441,9,4,3,477
1355,8,5,3,4208
1435,4,2,1,4370
1311,6,2,4,4949
1333,7,5,2,1724
1330,10,7,3,2068
1349,2,1,1,674
1397,6,4,2,4235
1322,10,4,6,4128
1345,6,3,3,4430
1373,3,3,0,3818
1326,9,2,7,4380
1445,5,1,1,4576
1439,6,5,0,4312
1425,4,1,2,4379
1339,1,1,0,2181
1371,8,3,5,2588
1400,5,2,3,491
1356,8,4,4,477
1395,11,4,7,5063
1309,5,3,2,4235
1347,8,3,5,4128
1375,6,4,2,1245
1433,7,3,3,119
1414,7,2,5,4566
1394,5,1,4,1598
1427,9,5,3,4370
1440,7,2,3,1245
1336,5,2,3,150
1323,8,5,3,1598
1396,7,3,4,5886
1380,8,4,4,4235
1405,2,0,2,4379
1388,7,2,5,2644
1370,7,4,3,1841
1443,12,7,3,2068
1359,5,2,3,4430
1426,8,6,1,2068
1340,5,1,4,4407
1383,1,1,0,1841
1420,7,3,3,4567
1422,8,3,4,2960
1444,5,1,1,3818
1320,7,6,1,368
1438,6,3,2,4379
1321,10,3,7,1662
1417,8,4,4,2960
1374,2,1,1,2902
1354,8,4,4,4235
1412,6,1,5,674
1431,8,3,4,490
1310,5,2,3,5142
1317,5,3,2,4128
1423,6,4,1,491
1404,7,1,6,4379
1424,8,3,4,4424
1335,2,0,2,1954
1389,2,2,0,1662
1429,10,6,3,2868
1372,9,5,4,5918
1442,9,4,3,2181
1369,9,4,5,5875
1432,11,5,5,2790
1324,7,3,4,4152
1385,9,5,4,2695
1325,8,2,6,4430
1436,5,2,2,4659
1413,5,2,3,4246
1329,6,4,2,5142
1428,6,3,2,955
1351,7,1,6,2902
1364,8,3,5,5421
1363,6,3,3,2068
1358,7,2,5,2068
1403,4,2,2,1592
1409,8,4,4,4370
1415,6,4,2,4379
1332,4,4,0,1843
1384,6,3,3,4430
1312,6,4,2,477
1327,6,3,3,3910
1378,6,3,3,4128
1437,3,1,1,1598
1402,7,3,4,4677
1377,2,0,2,2068
1406,6,2,4,4370
1387,5,3,2,2083
1316,7,1,0,5678
1382,3,2,1,3740
1328,9,5,4,4152
1408,5,4,1,5404
1344,11,7,4,5875
1381,9,4,5,368
1350,7,5,2,4152
1343,8,3,5,368
1338,6,1,5,1662
1392,7,5,2,4128
1353,11,8,3,1323
1421,7,4,2,2181
1419,9,3,5,6079
1446,11,2,5,1595
1390,5,3,2,1598
1398,6,3,3,2068
1416,4,3,1,1007
1401,6,1,5,1662
1341,7,4,3,1662
1376,6,4,2,5421
1386,10,5,5,2326
1348,5,4,1,2181
1365,8,5,3,5919
1434,5,1,3,1598
1379,9,4,5,2181
1362,5,2,3,368
1447,8,3,5,4662
1448,8,4,4,5352
1469,10,5,5,4289
1503,8,3,4,5499
1459,3,1,2,4718
1476,8,3,5,1439
1467,8,3,5,3121
1470,7,2,5,681
1494,4,3,1,2235
1496,3,1,2,4317
1461,9,7,2,5664
1491,1,0,1,2559
1481,9,5,4,2109
1480,10,6,4,999
1498,5,2,3,591
1456,9,4,5,5903
1464,8,3,5,1026
1462,7,7,0,3509
1507,7,1,2,3121
1472,4,1,3,2843
1473,10,4,6,4719
1475,8,4,4,1526
1502,7,5,1,2556
1501,3,0,2,954
1463,9,4,5,591
1505,8,4,1,2984
1471,9,5,4,2559
1460,6,3,3,4536
1458,5,0,5,2891
1487,6,2,4,2639
1477,7,5,2,2589
1493,6,3,3,3509
1483,9,5,4,5013
1497,8,3,5,4966
1479,8,3,5,2272
1499,6,4,1,2272
1484,4,1,3,2557
1485,7,5,2,2109
1466,8,3,5,1070
1492,6,2,4,591
1486,6,4,2,1439
1495,5,3,2,1524
1500,6,3,2,1616
1457,6,4,2,2891
1455,8,3,5,4967
1474,5,3,2,2936
1468,7,5,2,2590
1482,6,4,2,3812
1506,10,3,4,1316
1478,6,2,4,718
1504,5,1,2,3434
1488,3,3,0,5420
1489,3,0,3,1438
1490,2,0,2,4967
1465,1,1,0,5420
1449,13,7,6,5635
1451,11,6,5,3962
1450,7,5,2,5132
1454,2,0,1,3636
1453,4,2,2,5290
1452,7,4,3,2817
1508,3,2,1,4217
1516,5,3,2,1987
1520,6,3,3,1794
1537,6,1,5,906
1533,2,1,1,1313
1518,6,3,3,5888
1538,5,5,0,3634
1541,3,1,,249
1526,5,4,1,4166
1519,6,2,4,5921
1514,7,5,2,5888
1528,5,1,4,5888
1511,6,1,5,1987
1543,7,1,3,2252
1535,8,6,2,4166
1515,8,4,4,4166
1524,4,2,2,4166
1510,6,4,2,4211
1512,1,0,1,4214
1513,1,0,1,4392
1529,4,1,3,2340
1536,8,4,4,89
1517,2,2,0,4166
1534,8,4,4,4166
1532,7,1,6,4102
1523,8,4,4,1794
1539,5,1,3,4166
1509,8,6,2,4931
1531,1,1,0,1313
1527,7,5,2,5888
1521,7,3,4,4166
1530,9,5,4,1391
1542,9,2,4,2252
1522,3,1,2,5888
1525,7,5,2,249
1540,6,1,4,1794
1589,5,1,4,4231
1590,6,5,1,5696
1583,10,5,5,649
1596,20,6,4,4328
1584,1,0,1,5703
1591,5,2,2,5696
1586,5,2,3,5696
1594,9,5,1,3365
1582,3,2,1,3673
1592,7,1,5,4184
1588,4,4,0,5695
1593,12,4,6,3861
1595,6,1,1,2666
1581,9,5,4,1787
1585,7,5,2,4321
1587,2,0,2,3671
1637,4,2,2,1111
1635,5,1,4,2312
1651,5,2,3,318
1750,5,4,0,5665
1605,4,4,0,2307
1662,2,1,1,1206
1652,7,3,4,1117
1765,6,2,3,4571
1697,5,3,2,361
1757,7,5,1,2380
1644,3,2,1,1711
1755,3,1,1,3003
1711,4,3,1,742
1729,2,2,0,2048
1762,5,2,2,3452
1602,4,2,2,3274
1771,4,0,3,697
1684,5,4,1,4823
1647,4,3,1,2605
1753,6,3,2,1571
1665,4,2,2,902
1606,4,2,2,5662
1649,5,2,3,1117
1745,4,2,1,1279
1714,3,1,2,117
1633,3,2,1,3449
1666,3,1,2,4768
1734,6,3,3,3578
1630,4,3,1,1279
1678,4,3,1,1632
1739,4,3,1,980
1620,5,2,3,1401
1738,2,2,0,4603
1641,2,2,0,183
1747,6,2,3,697
1695,7,4,3,5665
1726,5,2,3,5019
1722,1,1,0,5682
1702,4,2,2,1117
1627,3,2,1,3592
1682,4,2,2,3578
1742,5,3,2,942
1619,5,2,3,4199
1640,3,2,1,3144
1634,6,3,3,565
1759,8,3,4,1711
1713,3,1,2,1117
1741,4,2,2,5296
1623,5,3,2,4649
1743,5,2,3,4199
1658,7,0,1,3133
1740,7,3,4,927
1671,4,3,1,166
1597,4,2,2,2266
1764,4,2,1,183
1773,4,1,1,4554
1681,4,3,1,5422
1654,5,4,1,725
1683,1,1,0,361
1696,1,0,1,725
1611,2,1,1,1711
1724,2,2,0,5684
1725,3,0,3,481
1628,3,3,0,2594
1731,4,3,1,5506
1766,8,3,4,2048
1720,4,2,2,742
1705,3,1,2,742
1744,6,2,4,1401
1746,5,4,0,4554
1669,4,0,4,697
1701,5,2,3,5946
1601,3,3,0,4547
1763,7,1,5,602
1632,3,1,2,5422
1609,6,4,2,5522
1760,5,2,2,6027
1687,7,5,2,1206
1708,4,3,1,117
1659,5,2,3,3600
1737,4,4,0,827
1686,7,3,4,5325
1694,8,5,3,5634
1626,6,3,3,2995
1772,7,5,0,4768
1707,4,1,3,3331
1716,6,3,3,817
1653,2,1,1,1632
1613,5,1,4,747
1698,5,2,3,939
1655,4,2,2,1117
1656,4,3,1,117
1600,3,0,3,3793
1730,3,1,2,4196
1673,4,2,2,4626
1668,5,2,3,3331
1736,4,2,2,212
1616,3,3,0,1111
1679,5,3,2,3793
1617,3,2,1,212
1723,4,4,0,3144
1599,4,0,4,2162
1768,5,4,0,6084
1700,3,1,2,117
1639,3,2,1,6027
1615,4,2,2,5665
1769,4,1,2,4547
1775,4,2,0,712
1706,4,2,2,5665
1748,5,1,3,3064
1690,3,1,2,3144
1614,4,1,3,3240
1715,4,3,1,4586
1778,5,1,1,117
1776,7,0,4,1656
1703,2,1,1,2287
1749,5,2,2,3577
1612,5,1,4,3134
1692,3,3,0,183
1689,2,0,2,6084
1642,6,4,2,697
1643,5,3,2,1654
1674,7,2,5,4823
1629,2,2,0,5552
1710,4,2,2,5398
1670,4,2,2,1711
1672,3,1,2,2594
1685,7,3,4,4196
1752,3,1,1,3592
1604,2,2,0,1448
1691,3,2,1,3134
1625,8,2,6,4571
1677,5,4,1,1963
1645,5,2,3,4196
1712,2,1,1,3592
1727,5,2,3,4774
1607,6,2,4,1711
1664,4,1,3,68
1675,4,2,2,817
1663,2,2,0,5897
1754,5,1,3,5549
1709,1,1,0,2996
1693,7,4,3,2266
1733,4,3,1,4571
1756,6,3,2,3577
1610,4,3,1,3134
1732,5,3,2,5296
1638,4,2,2,799
1688,4,4,0,742
1751,5,3,1,183
1618,2,2,0,4804
1622,6,2,4,1279
1758,4,2,1,3578
1608,6,4,2,1206
1646,3,3,0,742
1721,6,3,3,1571
1598,5,3,2,817
1648,4,2,2,4768
1680,5,1,4,1206
1676,8,3,5,4580
1621,5,3,2,697
1603,3,3,0,3134
1719,4,2,2,3592
1667,7,4,3,3144
1624,3,3,0,3159
1661,6,1,5,3578
1774,6,3,1,5958
1767,4,1,2,318
1717,6,4,2,4768
1650,8,4,4,816
1777,8,3,2,2380
1636,5,0,5,4196
1728,6,4,2,3449
1718,3,2,1,3240
1699,5,4,1,4743
1735,3,1,2,1625
1704,6,4,2,1632
1657,3,2,1,3240
1770,4,0,3,5634
1761,5,1,3,318
1660,4,1,3,817
1631,3,1,2,3274
6065,10,4,5,1255
6055,5,5,0,4640
6057,4,1,3,5615
6067,12,3,8,4982
6063,8,4,4,2813
6060,8,3,5,4640
6061,4,2,2,5219
6058,10,5,5,4253
6059,10,3,7,4640
6056,11,6,5,4640
6066,10,4,5,4665
6062,6,4,2,5615
6064,9,3,6,5181
1985,7,5,2,1428
1837,2,1,1,5300
1935,4,2,2,5068
1979,3,0,3,2872
1809,4,2,1,1884
2033,2,2,0,2655
1956,3,1,2,214
2085,4,2,2,1348
1802,1,1,0,4188
1854,4,3,1,104
1953,4,2,2,1603
2142,1,1,0,2054
2007,4,1,3,2403
2186,4,0,3,1675
1870,4,2,2,2655
2215,6,1,2,1530
2184,5,2,2,1884
2163,5,1,3,5512
1957,1,1,0,5801
2208,7,2,3,5801
1987,5,2,3,5119
2108,2,1,1,3226
1974,3,3,0,2014
2158,5,2,2,5512
2040,2,2,0,4178
1789,3,0,3,4938
2130,1,1,0,1645
1986,4,4,0,4416
2099,4,2,2,2062
2147,3,2,0,3328
1790,2,0,2,4142
2023,7,4,3,606
1886,4,0,4,1332
2202,5,0,4,3521
2204,6,3,2,394
2027,4,0,4,1907
1887,5,1,4,4099
1908,2,1,1,3341
1856,2,2,0,5244
2169,3,1,1,3227
1993,5,2,3,2161
2094,4,3,1,3856
2226,15,4,1,2191
2135,4,2,2,5528
1881,7,2,5,5368
2125,3,2,1,5698
2203,4,3,0,1990
2156,4,2,1,3247
2078,3,1,2,333
2210,5,2,1,1990
2198,6,3,2,3469
1800,4,1,3,5896
1898,1,1,0,4886
1847,5,2,3,574
2137,2,2,0,1185
2166,5,2,2,1612
1877,1,0,1,3083
1966,3,3,0,2224
2104,3,3,0,5425
1922,5,3,2,1676
1912,1,1,0,574
1924,2,1,1,5244
2021,1,1,0,3469
2026,4,1,3,3469
2005,2,1,1,2403
1936,3,0,3,1087
2190,4,0,3,5671
2095,4,0,4,5823
1934,4,1,3,2343
1954,3,2,1,5823
1825,4,2,2,3272
2179,5,1,3,3273
2090,1,1,0,1530
2054,1,1,0,214
2140,3,0,1,17
1812,8,4,4,3254
1799,3,1,2,2894
1943,2,2,0,4279
2144,2,1,1,3104
1803,3,3,0,2047
2042,5,4,1,924
2161,2,1,0,5119
1826,3,1,2,1356
2117,5,1,4,5497
1944,8,3,5,214
2216,6,3,0,4699
1844,4,2,2,924
2145,5,2,3,5119
1949,5,3,2,3254
1995,6,5,1,3315
2193,7,3,3,5348
1975,4,3,1,4745
1937,6,2,4,1574
1905,4,3,1,4838
1947,5,4,1,17
1992,5,2,3,1574
1897,4,3,1,5666
1991,5,2,3,2706
1901,3,1,2,3263
2151,3,1,1,2492
1910,1,1,0,1612
2044,7,3,4,924
1845,3,1,2,17
2111,6,5,1,333
2038,4,2,2,3104
2119,3,2,1,2285
1962,4,1,2,5030
2115,5,2,3,1909
1900,2,2,0,4613
2032,3,0,3,2655
2149,3,1,1,4922
2191,5,2,2,3227
1918,4,2,0,2133
1932,3,2,1,1909
2079,7,5,2,1530
1878,6,2,4,4841
1929,3,1,2,4137
1928,3,1,2,4178
2159,3,0,2,3104
2001,1,0,1,1844
1807,5,3,2,5896
2189,2,0,1,4279
2185,3,2,0,2403
1920,3,0,3,5671
2121,5,1,4,3117
1996,2,0,2,360
1955,3,1,2,5823
2183,4,0,3,2285
1860,4,2,2,506
2029,5,2,3,4187
1817,5,2,3,1993
1805,6,2,4,2655
2201,5,2,2,214
1793,2,1,1,1990
2068,6,3,3,1477
2046,4,3,1,1185
2009,1,0,1,2542
1835,5,1,4,1990
2146,1,1,0,4123
1930,5,3,2,2055
1867,2,1,1,4142
2003,3,1,2,526
2077,2,2,0,3104
1965,7,6,1,5537
1880,6,2,4,3272
2019,6,3,3,775
1843,4,0,4,1603
1842,5,2,3,3546
2105,4,3,1,5799
1931,5,1,4,5300
2064,1,0,1,2403
2174,3,0,2,3104
2072,4,1,3,1428
1815,5,3,2,5068
1899,4,3,1,2655
2136,4,4,0,333
2045,3,2,1,3326
2141,4,2,2,5701
2069,8,1,7,1676
2113,4,1,3,3104
1976,3,2,1,5823
1834,1,1,0,5823
1989,6,4,2,4142
2041,3,3,0,3598
1849,3,2,1,4141
2124,4,3,1,1884
1841,5,1,4,1574
1990,4,3,1,1995
2080,3,2,1,3272
2088,6,3,3,4124
1914,2,2,0,4416
2057,3,3,0,4416
2016,5,2,3,1884
1792,4,3,1,1270
1830,4,2,2,2191
1945,2,1,1,4834
2098,2,0,2,6057
1851,4,2,2,5068
2073,2,0,2,2492
1873,5,3,2,2655
2071,5,4,1,1990
1939,3,2,1,2224
1921,4,2,2,4416
2212,6,2,2,1036
1864,4,2,2,4123
1871,4,1,3,5537
1988,5,4,1,4141
1951,2,0,2,4141
1798,2,1,1,5550
2182,5,2,2,1428
1940,5,2,3,4902
1852,7,5,2,2655
2148,2,2,0,4378
1890,4,3,1,1882
1997,2,1,1,3315
2017,2,1,1,5823
1848,1,0,1,3263
2154,3,1,1,5528
2013,4,0,4,2836
1952,6,2,4,5801
2010,3,0,3,1993
2192,7,4,2,2461
1907,4,1,3,4142
2164,7,3,3,1520
1839,4,2,2,5884
2206,4,1,1,5823
2176,7,4,2,775
2060,2,1,1,3226
1913,2,1,1,5300
2008,6,2,4,2223
1816,4,0,4,1574
2097,4,1,3,3104
1791,5,1,4,3546
1917,4,2,2,3315
2106,5,3,2,5823
2172,6,4,1,5655
2049,4,2,2,3330
2101,3,2,1,2655
2093,1,0,1,1981
2081,3,1,2,17
2065,4,3,1,3315
2020,4,2,2,214
1810,3,0,3,2655
2076,5,4,1,5701
1888,4,2,2,2655
2035,4,2,2,5425
2126,3,2,1,3227
2211,6,3,1,2403
2109,5,3,2,2285
2000,5,3,2,374
2122,3,2,1,2492
2059,4,3,1,5492
2194,3,0,2,5348
1961,4,0,4,5823
2100,6,2,4,4416
2075,5,3,2,2323
1872,2,1,1,1769
1855,3,2,1,2903
2037,4,3,1,2014
2025,5,2,3,2655
2002,2,1,1,2530
2053,7,5,2,1995
1865,6,4,2,2347
2219,5,0,2,2224
2160,6,2,3,4141
2102,5,3,2,3469
1968,4,2,2,1036
1998,5,4,1,3254
1818,5,1,4,5528
1831,6,2,4,5823
1984,1,1,0,1909
1836,4,2,2,1477
2074,4,2,2,4141
1813,4,4,0,421
2052,4,2,2,3227
1879,3,1,2,5884
1925,3,1,2,4175
1883,4,2,2,924
2207,6,2,2,5528
1896,4,1,3,1884
2152,5,1,3,2756
2165,5,1,3,3227
1999,3,0,3,5119
2118,4,3,1,4141
2224,14,4,3,512
1967,3,1,2,4178
2055,9,4,5,775
1973,4,0,4,421
1971,4,2,0,3856
2188,5,1,3,1884
1884,3,3,0,775
2170,3,2,0,4279
2155,4,3,0,924
1868,4,1,3,2706
2131,3,1,2,3552
2157,7,6,0,4279
1889,4,2,2,2457
2058,8,4,4,1769
2218,5,0,2,775
1823,5,2,3,3856
1892,6,3,3,2765
2087,6,3,3,775
2114,6,2,4,2403
1874,6,4,2,4141
2217,8,1,4,1036
1895,5,2,3,2655
2084,2,1,1,5528
2047,1,0,1,5528
2196,5,1,3,4099
1963,3,0,3,2655
2112,3,1,2,1909
1833,3,1,2,3546
2221,9,3,1,659
1862,1,1,0,5244
2139,5,2,3,1769
2056,7,4,3,2191
1850,4,2,2,3011
1863,6,0,6,2461
2062,4,2,2,5851
2173,2,1,0,4163
1960,5,1,4,4142
1994,5,2,3,4175
1977,4,3,1,5119
1859,2,2,0,4141
2134,5,1,4,6103
2214,4,2,0,214
2222,6,0,1,4188
1838,5,2,3,3330
1869,1,0,1,5425
1875,3,0,3,4101
1821,6,5,1,1884
2043,5,1,4,3305
2051,3,2,1,2403
1948,5,2,3,1428
2199,4,0,3,2275
1923,2,2,0,5823
1829,3,3,0,2655
1882,3,1,2,17
2195,6,3,2,1428
1788,3,1,2,17
1950,1,1,0,5119
2107,5,3,2,3521
1969,6,4,2,1884
1808,5,5,0,2486
1893,2,2,0,2072
1919,4,3,1,1770
2187,4,3,0,5655
2015,4,2,2,5879
2086,3,3,0,2285
1959,3,2,1,5068
1980,6,3,3,3546
2197,5,4,0,3469
2138,5,2,3,4179
1840,5,4,1,1098
2028,3,2,1,1574
2168,5,1,2,2343
2175,5,3,1,2655
2167,8,3,4,3561
1795,4,1,3,1116
1832,4,1,3,1612
2132,6,3,3,4179
1978,2,1,1,1114
1797,3,1,2,360
2006,4,1,3,194
2031,4,1,3,3273
2030,4,3,1,4142
2225,9,1,0,2706
1822,5,2,3,2655
2067,5,1,4,5823
2129,3,1,2,2047
1861,1,0,1,3104
2018,5,2,3,4123
1894,1,0,1,3546
1982,8,4,4,4187
2127,4,4,0,1099
1853,2,0,2,5425
2178,4,1,2,2765
2014,4,2,2,659
2103,4,2,2,4886
2180,5,2,2,4179
1806,5,3,2,2756
2063,6,2,4,2873
2050,5,3,2,333
1794,5,1,4,4841
2034,6,2,4,1882
2092,5,2,3,250
1946,5,2,3,3315
2022,3,2,1,3945
2024,2,2,0,3543
1811,1,0,1,5896
2150,3,2,0,2224
1958,5,1,4,1530
2200,2,0,1,2765
1981,4,3,1,4886
1915,5,4,1,5068
1827,1,1,0,17
1814,4,2,2,1837
2220,5,1,0,5884
2177,5,2,2,2571
1796,5,4,1,1893
1983,5,1,4,4142
1904,4,1,3,1675
1846,2,1,1,4187
1820,4,1,3,2655
2083,4,2,2,2655
2012,4,2,2,1477
1911,5,4,1,5801
2133,2,1,1,5244
2209,8,2,4,3104
1801,5,4,1,2655
1927,4,2,2,2581
1906,5,4,1,5300
2039,4,1,3,1909
1891,5,2,3,3469
1828,4,3,1,1098
1902,5,1,4,333
1926,5,4,1,3315
2162,5,1,3,4557
2143,6,3,3,1884
1866,5,2,3,3227
1858,5,4,1,4163
2120,4,1,3,1743
2070,7,3,4,333
1885,2,1,1,2706
1941,2,0,2,560
2181,2,1,0,2706
1857,6,5,1,4673
1824,2,1,1,5878
1876,3,2,1,4137
2128,6,2,3,844
1819,6,4,2,924
1909,4,0,4,3330
2048,4,3,1,5119
1804,1,0,1,2894
2153,6,3,2,4681
2036,5,3,2,6089
2223,7,1,1,5824
2011,6,1,5,5879
2091,5,3,2,924
1972,5,2,3,2655
1970,4,3,1,2103
2096,6,3,3,4557
1964,3,2,1,3271
1938,3,1,2,924
2110,8,6,2,2655
2089,4,1,3,3104
1916,4,1,3,4142
1903,5,1,4,5701
2116,5,3,1,1270
2123,2,2,0,214
2082,5,1,4,526
1933,5,3,2,924
2171,2,0,1,1802
1942,3,1,2,4188
2004,3,2,1,3521
2213,4,2,0,4123
2061,5,4,1,3273
2066,6,2,4,3546
2205,8,6,0,5512
2227,5,3,2,977
2233,11,2,6,4177
2228,4,2,2,3874
2231,4,2,2,3929
2229,8,4,4,3844
2230,4,3,1,3876
2232,8,5,1,3844
2274,4,2,2,5597
2298,4,2,2,4308
2318,2,1,0,4258
2256,3,1,2,4494
2323,3,0,2,5327
2321,2,0,1,4561
2302,2,2,0,5913
2300,4,3,1,1620
2328,3,0,2,2717
2247,4,2,2,4499
2243,2,1,1,4598
2259,3,1,2,4002
2338,3,0,2,2468
2251,3,2,1,5660
2287,3,0,3,1698
2316,5,2,2,988
2284,5,2,3,4500
2340,5,2,1,4478
2294,4,2,2,4258
2244,2,0,2,5597
2297,1,0,1,2003
2337,3,1,1,1593
2267,3,1,2,5438
2313,2,1,1,3421
2263,2,1,1,3961
2265,1,0,1,4258
2311,4,1,3,3408
2270,3,3,0,2717
2299,4,3,1,1593
2279,3,2,1,2319
2339,3,0,1,1593
2282,5,0,5,1938
2296,4,1,3,1444
2249,5,0,5,4517
2237,2,1,1,2759
2283,3,1,2,1377
2325,6,3,2,5890
2252,2,0,2,3
2290,5,4,1,1620
2322,2,1,0,1385
2262,4,1,3,6087
2257,3,2,1,4376
2280,1,0,1,4561
2303,3,2,1,2467
2277,1,0,1,2467
2333,6,2,3,3715
2329,4,1,2,5998
2326,5,3,1,4499
2285,3,1,2,5332
2250,5,3,2,4369
2248,4,2,2,4363
2238,3,2,1,6086
2307,3,1,2,4500
2266,4,2,2,1593
2281,4,2,2,4376
2312,3,3,,3421
2242,3,1,2,2578
2336,4,3,0,613
2278,3,1,2,6091
2272,4,1,3,4726
2258,2,1,1,4149
2317,5,3,1,5227
2308,4,2,2,1492
2239,4,2,2,4363
2320,4,1,2,6072
2288,3,3,0,5542
2245,1,0,1,2717
2341,3,0,1,5910
2314,1,0,1,4452
2330,6,3,2,4710
2331,5,3,1,5571
2291,1,1,0,1620
2246,3,2,1,4710
2332,3,1,1,3
2253,3,2,1,4499
2335,5,2,2,5844
2234,1,1,0,4258
2269,1,0,1,5877
2305,1,0,1,1593
2292,2,2,0,1552
2293,4,1,3,5166
2295,3,1,2,613
2236,1,0,1,4452
2235,1,1,0,4448
2268,5,4,1,5692
2334,4,0,3,613
2319,4,1,2,2883
2275,3,2,1,2997
2327,4,0,3,5166
2271,6,5,1,3311
2306,1,1,0,5542
2240,1,0,1,2883
2309,4,1,3,613
2264,3,1,2,4500
2324,5,4,0,5227
2260,4,1,3,4376
2301,4,2,2,5690
2310,1,0,1,2319
2276,4,3,1,4364
2315,5,2,2,3311
2273,2,1,1,5963
2255,2,1,1,4517
2241,3,2,1,5327
2304,3,1,2,3534
2289,4,3,1,4543
2286,4,3,1,1698
2254,6,3,3,5690
2261,1,0,1,4854
2395,2,2,0,5332
2454,3,3,0,1593
2375,2,0,2,4694
2360,4,1,3,3534
2376,4,3,1,2570
2500,3,1,0,2458
2443,1,0,1,3447
2461,3,1,2,4880
2457,2,0,2,5542
2462,3,1,2,4500
2351,4,3,1,5977
2497,4,1,1,2458
2377,3,2,1,3912
2496,5,0,3,5719
2355,1,1,0,1748
2383,3,0,3,4478
2429,3,1,2,4748
2396,3,1,2,3447
2391,1,0,1,5227
2385,3,3,0,959
2412,5,2,3,5120
2453,4,3,1,5890
2425,5,4,1,2213
2403,3,1,2,5069
2359,4,2,2,6060
2347,4,0,4,1748
2342,6,4,2,5438
2357,2,1,1,4880
2476,5,2,2,590
2448,2,2,0,309
2371,2,2,0,346
2486,3,1,1,1593
2430,3,2,1,3408
2382,4,3,1,4488
2352,5,2,3,5719
2392,1,0,1,2956
2477,4,2,1,6060
2485,3,1,1,3
2343,1,0,1,5542
2482,4,1,2,5719
2350,2,2,0,5438
2442,2,0,2,2213
2366,2,1,1,4002
2466,5,5,0,1639
2345,5,3,2,5454
2437,2,0,2,3534
2418,3,1,2,2759
2489,4,1,2,309
2498,4,2,1,5930
2426,3,2,1,4500
2402,4,1,3,2759
2436,1,1,0,5020
2363,3,2,1,4696
2474,1,0,1,2468
2444,2,0,2,2804
2441,3,0,3,445
2393,5,1,4,4488
2475,3,0,2,841
2427,2,1,1,5913
2372,2,0,2,5332
2386,2,0,2,1651
2470,3,0,3,2499
2493,6,2,3,3882
2399,4,1,3,4880
2406,3,3,0,2467
2353,3,1,2,5227
2460,3,2,1,3
2348,3,2,1,2618
2463,4,1,3,4880
2469,2,1,1,841
2491,3,1,1,445
2480,2,1,0,4880
2407,2,0,2,1593
2373,2,0,2,346
2495,3,1,1,1620
2408,6,3,3,4494
2494,4,1,2,1691
2349,2,0,2,4499
2499,6,2,2,2143
2492,4,1,2,5611
2378,3,1,2,5542
2452,4,3,1,1691
2394,2,1,1,3317
2409,3,0,3,6060
2438,2,0,2,1593
2473,4,3,1,2214
2411,3,1,2,5977
2387,2,0,2,3563
2501,7,1,3,428
2458,4,2,2,1552
2358,3,1,2,4543
2439,5,4,1,6060
2414,6,3,3,4488
2404,3,1,2,3381
2401,2,0,2,5279
2405,3,1,2,5910
2487,3,1,1,445
2379,4,0,4,4748
2446,1,1,0,4478
2364,2,1,1,5254
2369,2,0,2,5332
2451,2,1,0,1593
2389,4,2,2,5454
2420,4,2,2,5719
2481,4,2,1,5454
