idno,litter_size,number_male,number_female,sire
475,7,2,5,4409
473,6,2,4,4769
469,4,3,1,597
467,7,6,1,4384
477,8,4,4,4456
471,7,3,4,3432
483,2,2,0,5052
470,8,5,3,5909
6641,2,0,2,815
6640,12,8,3,4391
5619,9,4,4,4390
5645,6,3,2,3084
5627,9,4,5,1188
5626,10,6,4,3385
5640,2,1,1,1306
5647,5,3,1,970
5631,5,1,4,3355
5625,6,5,1,969
5624,6,2,4,259
5649,7,3,3,3128
5643,9,4,4,2612
5639,2,1,1,5852
5646,4,1,2,3385
5644,4,2,1,890
5629,6,2,4,2270
5641,4,2,2,3456
5651,4,1,1,3085
5648,5,4,0,3320
5630,4,2,1,3881
5638,1,0,1,3456
5655,6,0,2,3880
5637,4,2,2,748
5633,2,0,2,3196
5635,6,3,3,1853
5652,8,4,1,2987
5634,7,2,4,1450
5622,4,2,2,1033
5621,6,1,0,1032
5632,4,1,3,1585
5623,7,4,3,2889
5653,7,3,1,1683
5654,8,1,3,3023
5650,4,1,1,3085
5642,7,5,1,2731
5636,7,3,4,1328
5628,6,2,4,2980
5620,8,3,5,2656
5671,6,1,3,3267
5677,2,0,1,1946
5673,6,5,0,842
5672,10,5,5,1650
5675,6,5,1,1946
5674,5,2,3,3018
5676,8,2,5,842
5695,4,3,1,2928
5692,3,2,1,4935
5689,3,2,1,2689
5696,8,4,4,46
5690,3,1,2,1838
5700,11,5,3,596
5697,7,4,2,2382
5698,7,2,4,4961
5682,8,6,2,1968
5688,9,3,6,809
5680,9,4,5,5152
5678,3,3,0,2677
5701,7,3,0,6010
5687,6,0,6,2425
5691,6,4,2,2425
5681,6,4,2,1838
5686,4,2,2,5218
5684,9,3,6,5540
5679,8,4,4,3372
5699,6,3,1,2134
5693,9,5,4,2624
5683,4,1,3,4877
5685,8,4,4,4935
5694,7,4,3,4690
3712,8,3,4,4393
3710,6,1,4,5105
3711,9,4,4,4420
5781,10,3,7,4054
5778,8,5,3,2937
5780,7,4,3,1937
5786,13,10,1,5099
5784,11,4,5,4700
5785,8,3,3,2882
5775,1,1,0,5798
5782,6,2,4,1948
5779,9,6,3,4793
5776,9,4,5,4014
5783,4,1,3,3947
5777,8,4,4,4003
10763,5,3,2,4434
10762,9,4,5,3736
5807,6,1,1,2029
5804,5,1,3,2460
5799,6,2,4,2754
5801,8,3,5,6107
5802,7,4,3,4749
5800,6,2,4,2787
5803,6,4,1,5827
5806,9,5,1,5371
5798,8,4,4,2870
5805,8,2,3,2753
5808,8,3,5,3699
5809,4,2,1,3698
5078,6,4,2,4425
5079,3,2,1,4248
5077,7,5,2,4425
5992,8,2,6,5317
6008,7,5,2,4958
5982,6,4,2,5031
5990,7,4,3,3395
6017,5,3,2,162
6004,6,4,2,161
5997,6,4,2,2951
5981,5,2,3,162
6009,7,3,4,4958
6025,7,3,4,4428
6019,8,4,4,5031
6032,4,2,1,352
6006,3,2,1,2310
6002,7,4,3,2220
6010,6,4,2,203
6003,6,1,5,1411
5979,6,2,4,352
6018,8,4,4,5216
6031,4,3,1,6036
6026,3,1,2,4428
6011,3,1,2,4798
6023,7,0,7,5382
6020,6,4,2,2220
5985,8,6,2,5357
5996,7,3,4,1019
6021,5,3,2,2311
6015,7,5,2,2128
6005,6,4,2,3395
5993,8,4,4,3394
6028,6,3,3,2311
5998,5,3,2,3250
5987,3,2,1,203
6033,8,2,5,5588
6016,7,5,2,648
5991,4,2,2,5362
6012,5,1,4,656
6029,10,5,5,5588
6027,6,4,2,6036
6001,2,1,1,4791
5999,7,4,3,1411
5986,1,0,1,3250
6024,5,3,2,3518
6035,8,4,2,688
6000,6,3,3,1019
5989,6,4,2,1411
5983,6,3,3,5104
6014,5,3,2,472
5984,5,4,1,4958
6022,5,5,0,5179
5980,5,4,1,203
6030,7,5,2,703
6007,5,4,1,5357
5994,7,5,2,1977
6034,7,3,3,5031
6013,8,4,4,648
5995,4,2,2,2951
5988,4,3,1,1411
5833,8,3,5,4158
5862,12,6,6,2205
5838,7,5,2,883
5926,4,3,1,1481
5973,9,2,5,5810
5905,8,3,5,1339
5958,10,4,5,1666
5970,9,3,4,3338
5844,10,7,3,2526
5907,6,6,0,1895
5876,1,1,0,3137
5880,9,4,5,3137
5911,5,0,5,1687
5892,11,6,5,2358
5845,3,2,1,883
5920,8,4,3,3593
5966,9,5,2,1182
5899,5,3,2,883
5941,4,2,2,1039
5954,7,2,4,1666
5952,7,3,3,5810
5921,9,3,6,3210
5850,7,1,6,4692
5928,8,4,4,1479
5936,9,4,5,2207
5951,10,6,3,1434
5925,9,6,3,2139
5922,12,7,5,1479
5912,11,5,6,672
5976,7,2,2,582
5939,4,2,2,3137
5868,4,1,3,1398
5918,11,6,5,2849
5963,6,2,3,239
5967,4,1,1,2232
5950,6,1,4,451
5960,4,2,1,3248
5968,8,3,3,3139
5947,7,1,5,1405
5857,11,4,7,238
5872,10,4,6,2204
5942,8,2,6,239
5962,2,0,1,1181
5871,7,2,5,1181
5883,8,5,3,2232
5916,8,3,5,4210
5865,2,1,1,4210
5890,4,2,2,672
5972,10,5,3,4599
5910,8,4,4,3248
5870,10,6,4,3674
5932,9,4,5,3674
5959,8,2,5,1434
5886,9,6,3,239
5965,8,3,4,2205
5869,6,2,4,1666
5909,7,1,6,3141
5956,8,4,3,2761
5835,6,3,3,2849
5881,8,3,5,451
5961,6,1,3,1308
5931,7,3,4,239
5888,5,3,2,1268
5877,6,2,4,241
5834,7,1,5,686
5861,9,4,5,4821
5930,9,4,5,2526
5929,6,2,4,911
5896,11,4,7,1479
5873,3,0,3,2232
5902,6,4,2,5810
5863,5,3,2,1181
5858,9,6,3,163
5957,13,9,3,1941
5900,8,2,6,4946
5855,10,5,5,3862
5867,1,1,0,2890
5856,7,0,7,3140
5945,2,0,2,1801
5933,4,3,1,1779
5904,9,6,3,451
5842,3,2,1,5926
5975,10,4,3,3210
5847,8,3,5,3338
5879,7,4,3,1941
5866,2,1,1,2890
5853,7,4,3,238
5849,2,0,2,1039
5974,5,2,1,474
5894,8,5,3,3795
5885,9,8,1,3674
5944,6,4,2,680
5860,4,1,3,2748
5953,8,5,2,690
5906,8,6,2,2526
5837,8,3,5,5482
5946,3,2,1,883
5852,2,1,1,883
5934,8,4,4,818
5898,8,5,3,862
5935,9,7,2,4821
5917,10,4,6,3139
5874,8,5,3,239
5891,7,6,1,1779
5977,8,4,,582
5840,12,6,6,1895
5949,3,1,1,2611
5948,8,2,5,1481
5927,5,5,0,2217
5859,10,6,4,2137
5978,6,0,1,3210
5878,5,3,2,1666
5893,7,3,4,3413
5854,11,1,10,3248
5841,7,5,2,2532
5923,4,2,2,3332
5875,5,1,4,4821
5969,10,3,5,3248
5914,5,4,1,2413
5955,12,5,6,2761
5895,10,7,3,3248
5882,9,4,5,1582
5846,8,6,2,912
5943,8,5,3,4446
5843,2,1,1,1304
5839,6,3,3,3337
5851,10,5,5,2204
5964,7,1,5,1268
5889,9,5,4,682
5848,8,6,2,1268
5864,3,1,2,241
5901,6,3,3,2554
5971,9,6,1,3210
5908,8,4,4,967
5915,1,0,1,2207
5937,9,3,6,4619
5897,7,1,6,1666
5913,6,2,4,2541
5940,3,1,2,1481
5887,9,6,3,1895
5903,7,4,3,2629
5938,10,5,5,3137
5836,8,5,3,415
5919,10,5,5,3010
5884,6,3,3,2526
5924,9,6,3,672
6038,5,2,2,5200
6037,8,3,5,5200
6036,6,3,3,3973
6045,6,2,4,1208
6039,3,0,3,4942
6047,3,1,2,5050
6042,2,0,2,878
6050,14,3,9,2370
6053,10,3,4,4422
6044,4,3,1,878
6052,10,3,4,4776
6040,10,4,6,3890
6051,4,2,0,1208
6046,7,1,6,2129
6048,3,3,0,4422
6041,13,6,7,4340
6049,3,1,2,2370
6043,10,5,5,5050
5816,5,2,3,1246
5815,5,1,4,4058
5825,6,0,5,2509
5823,5,3,1,2597
5810,6,4,2,4057
5819,4,2,2,5500
5830,5,2,1,2441
5817,5,4,1,5500
5826,5,0,4,833
5832,4,0,1,4058
5818,5,2,3,2045
5824,4,1,2,5500
5821,6,3,3,833
5822,6,4,2,984
5813,2,1,1,2085
5828,6,1,4,2906
5820,4,2,2,2482
5829,3,1,0,1246
5814,4,1,3,5870
5812,3,2,1,3217
5811,4,2,2,2906
5831,5,0,2,4058
5827,2,1,0,3621
6054,6,4,1,5717
6071,2,0,2,1177
6101,4,0,3,3427
6086,1,0,1,3427
6080,3,1,2,4267
6084,4,1,3,4433
6091,1,1,0,4299
6070,3,1,2,2175
6090,3,2,1,2175
6078,5,3,2,4299
6087,4,2,2,4293
6074,2,0,2,1075
6083,3,3,0,3427
6095,2,0,2,3753
6069,4,1,3,1879
6092,2,2,0,4299
6076,2,0,2,1464
6075,5,3,2,1092
6088,3,1,2,1879
6094,2,2,0,5128
6093,3,2,1,4595
6100,5,3,2,1092
6077,1,1,0,4299
6073,5,5,0,3427
6072,2,1,1,4267
6082,6,3,3,1879
6098,3,1,2,1176
6085,5,4,1,1092
6097,3,3,0,5128
6081,4,1,3,1092
6099,6,3,3,3753
6068,3,1,2,2157
6089,6,2,4,1092
6096,1,0,1,4268
6079,4,2,2,4294
6219,3,1,2,5636
6123,5,1,4,5636
6166,5,2,3,5636
6145,5,3,2,3846
6111,10,6,3,1701
6137,4,4,0,5636
6192,5,3,2,3191
6169,4,2,2,2255
6127,5,3,2,4703
6225,4,2,1,938
6197,3,0,3,1700
6170,4,1,3,938
6198,3,0,3,1713
6122,6,4,2,3846
6105,3,2,1,5502
6158,3,3,0,938
6186,3,0,3,5502
6210,6,2,4,5315
6131,7,3,4,5502
6112,6,4,2,1714
6180,5,3,2,2115
6235,5,0,3,5567
6162,6,4,2,4668
6167,3,1,2,3898
6228,8,3,3,4540
6119,6,6,0,1713
6139,6,2,4,4709
6217,3,3,0,2368
6125,2,1,1,5380
6223,6,1,4,4913
6168,4,2,2,1161
6237,5,1,2,5952
6135,5,2,3,5159
6185,2,1,1,938
6239,8,3,1,5992
6107,6,3,2,4703
6130,2,1,1,5539
6151,5,2,3,2794
6159,4,3,1,938
6109,8,4,4,1600
6183,6,4,2,5658
6163,4,3,1,2368
6110,5,2,3,2564
6211,3,3,0,2794
6138,7,4,3,636
6204,3,1,2,5380
6234,6,2,2,4703
6224,4,2,1,2115
6216,5,4,1,938
6115,4,3,1,5539
6148,4,1,3,5539
6231,7,4,2,1700
6218,5,3,2,1714
6236,4,2,0,3536
6213,3,1,2,494
6103,4,3,1,4703
6230,5,1,3,2564
6121,5,2,3,1013
6132,5,1,4,2988
6150,5,4,1,3283
6142,3,2,1,4703
6147,4,2,2,1700
6106,6,1,5,4614
6157,7,3,4,4668
6126,7,2,5,3691
6141,4,2,2,2369
6232,4,2,1,5380
6128,4,3,1,4614
6117,1,0,1,4450
6161,5,5,0,4540
6165,4,2,2,2974
6136,7,4,3,1701
6144,5,5,0,2368
6221,5,2,3,1700
6104,4,2,2,3544
6201,4,1,3,3536
6184,5,4,1,2564
6188,5,1,4,2344
6229,5,2,2,2302
6182,5,2,3,5380
6143,4,2,2,5315
6149,6,3,3,1014
6155,4,2,2,5502
6179,4,3,1,2368
6196,4,2,2,5380
6164,5,2,3,3898
6206,2,0,2,2302
6160,4,3,1,5315
6214,4,1,3,2566
6195,4,3,1,4527
6177,2,0,2,4591
6113,3,1,2,5539
6156,6,3,3,5957
6120,6,3,3,2839
6108,4,1,3,2974
6124,3,1,2,4984
6203,5,3,2,2368
6238,5,2,1,4984
6153,4,2,2,4668
6194,4,1,3,4614
6190,4,3,1,5502
6189,6,2,4,5159
6199,6,4,2,5636
6102,4,1,3,4668
6200,5,2,3,5442
6207,5,3,2,3898
6176,4,0,4,6004
6212,4,1,3,3956
6191,2,1,1,2344
6134,5,3,2,4668
6227,3,2,0,2368
6152,1,0,1,4703
6171,2,2,0,5539
6146,4,4,0,5380
6114,1,1,0,5380
6116,2,1,1,5539
6220,6,2,4,5380
6140,4,3,1,2336
6209,5,1,4,5442
6215,7,3,4,3898
6129,5,1,4,1701
6175,2,2,0,5992
6133,5,2,3,5315
6154,1,0,1,5235
6226,4,1,2,3898
6172,3,1,2,1013
6202,5,3,2,5380
6222,5,3,1,3898
6208,5,3,2,3603
6187,5,3,2,2794
6205,1,1,0,938
6118,1,0,1,4451
6233,4,3,0,3536
6193,5,3,2,5636
6178,5,4,1,2368
6173,2,0,2,2344
6181,6,3,3,1467
6174,5,3,2,5502
6251,1,1,0,5654
6248,2,2,0,290
6243,1,0,1,4240
6256,2,0,1,290
6254,2,1,1,2118
6241,3,3,0,4485
6246,4,3,1,5654
6244,3,1,2,5480
6247,1,0,1,737
6249,1,0,1,4240
6252,3,2,1,1071
6255,1,1,0,3681
6245,2,1,1,3681
6253,2,1,1,5654
6250,1,0,1,3002
6242,2,1,1,3681
6240,2,2,0,3681
6274,3,3,0,1155
6276,2,1,1,4872
6273,2,1,1,2396
6323,6,5,1,1607
6261,3,1,2,873
6260,5,4,1,873
6299,5,3,2,2203
6338,4,3,1,2203
6335,4,1,3,5417
6326,6,5,1,1607
6290,5,4,1,1607
6302,3,1,2,4625
6328,6,1,5,5417
6301,4,2,2,2203
6287,2,1,1,1084
6289,2,1,1,3458
6268,4,3,1,604
6270,4,1,3,873
6266,3,0,3,5417
6257,4,0,4,4872
6294,4,3,1,2488
6347,7,2,3,5322
6277,3,1,2,4872
6320,3,1,2,1155
6340,1,0,1,3458
6275,2,1,1,612
6282,5,2,3,2869
6281,3,1,2,1445
6319,3,2,1,1609
6293,4,3,1,2869
6345,4,1,2,2113
6280,4,0,4,1609
6325,3,1,2,1333
6316,5,2,3,1445
6307,6,3,3,699
6324,2,0,2,1607
6312,2,0,2,2661
6341,5,3,1,873
6291,5,3,2,3130
6267,3,1,2,1755
6306,3,3,0,2831
6265,6,2,4,2488
6284,5,4,1,698
6300,6,1,5,2869
6259,5,1,4,2365
6311,6,2,4,698
6303,4,2,2,698
6272,3,0,1,1155
6342,4,2,1,1155
6308,4,1,3,545
6305,5,4,1,3203
6332,3,2,1,2203
6288,4,3,1,2112
6278,3,2,1,4872
6263,6,6,0,2203
6334,3,1,2,5417
6262,4,1,3,1231
6343,5,2,2,2661
6279,3,0,3,2203
6331,3,2,1,1155
6292,6,4,2,873
6298,3,2,1,2869
6339,5,2,3,328
6317,3,1,2,1155
6297,4,2,2,4872
6295,3,3,0,2661
6309,4,2,2,873
6310,5,3,2,1142
6333,3,1,2,2824
6264,2,1,1,2801
6346,3,0,1,2488
6337,5,1,4,2793
6271,4,1,3,2112
6269,6,1,5,698
6329,4,1,3,1828
6304,6,3,3,1609
6336,5,1,4,2778
6330,1,0,1,3458
6313,4,1,3,2793
6285,1,1,0,1609
6296,4,1,3,873
6344,2,0,1,3203
6258,3,2,1,1828
6315,4,2,2,4994
6322,4,2,2,1829
6318,5,3,2,1142
6286,5,2,3,2793
6321,3,2,1,2112
6327,5,3,2,2488
6314,3,3,0,1155
6283,4,2,2,834
10206,7,4,3,3974
10169,7,1,6,1054
10231,9,5,1,2583
10228,4,2,1,585
10204,7,4,3,2583
10208,8,2,6,4780
10203,7,3,4,2659
10205,9,3,6,4609
10199,7,5,2,2584
10202,7,6,1,1476
10190,10,6,4,4031
10222,13,5,7,5446
10217,8,2,4,4697
10236,13,2,6,1153
10218,5,4,0,6067
10196,6,2,4,5347
10182,9,4,5,3487
10207,10,5,5,5222
10198,7,5,2,2339
10192,3,1,2,3051
10226,5,1,3,2757
10200,8,4,4,4889
10233,8,2,3,4031
10194,9,6,3,3409
10237,12,1,5,1679
10173,8,6,2,1153
10174,6,6,0,1153
10181,7,6,1,4031
10193,9,5,4,5125
10185,6,6,0,2659
10234,8,3,2,1041
10211,6,2,4,3974
10216,2,0,2,4036
10191,5,3,2,3051
10179,4,1,3,3409
10223,12,3,8,4023
10171,12,10,2,4895
10225,9,5,3,1153
10220,7,4,2,5591
10212,5,1,4,4036
10232,11,5,3,888
10197,6,3,3,1152
10176,7,3,4,5685
10224,11,4,6,585
10180,1,0,1,5936
10184,12,6,6,4895
10215,7,7,0,4036
10201,4,3,1,5859
10214,7,3,4,4609
10195,2,1,1,3974
10229,5,1,2,2211
10238,14,2,6,4036
10178,7,3,4,3409
10187,10,3,7,888
10235,6,1,2,2173
10172,5,4,1,2160
10183,9,6,3,3974
10189,9,6,3,3445
10188,6,2,4,4800
10219,9,2,0,4826
10177,8,2,6,888
10213,5,4,1,2196
10175,8,3,5,5259
10230,9,6,1,5016
10186,7,3,4,5446
10209,7,5,2,3974
10227,8,2,5,4596
10221,9,4,4,5046
10170,8,4,4,3974
10210,6,1,4,3484
3489,5,1,3,5403
3492,2,1,1,3946
3491,3,2,1,30
3490,3,2,1,4481
3508,3,3,0,1055
3520,4,1,2,4832
3495,4,2,2,4832
3502,4,2,2,4978
3512,3,2,1,3602
3517,2,1,0,5452
3499,5,3,2,4832
3514,3,1,2,925
3501,3,0,3,3154
3498,3,3,0,4832
3496,3,2,1,2078
3516,2,1,0,123
3503,3,1,2,4045
3497,4,3,1,2735
3513,2,1,1,717
3507,1,0,1,1112
3506,3,1,2,1055
3505,6,3,3,926
3493,3,3,0,4832
3511,3,0,3,925
3515,3,1,1,3154
3510,6,1,5,3179
3519,4,1,2,2777
3509,2,1,1,1055
3504,2,2,0,1112
3500,2,0,2,471
3494,2,1,1,4832
3518,5,1,3,925
3522,3,1,2,4956
3523,4,2,1,4873
3521,4,4,0,4569
6351,6,4,2,4924
6349,7,4,3,1510
6348,8,5,3,4644
6352,9,5,4,1943
6350,5,2,3,3996
6353,4,1,3,5089
1779,10,4,6,3704
1786,12,7,1,2528
1784,3,1,2,3391
1780,11,4,7,3704
1782,4,4,0,3704
1785,2,1,1,3704
1783,3,1,2,3391
1781,6,2,4,1750
1787,22,1,0,4457
6355,6,2,4,4546
6357,2,1,1,5183
6354,5,2,3,4578
6358,8,5,2,4725
6356,5,1,4,1362
6359,7,1,5,4443
6360,5,3,2,5513
6362,1,0,1,918
6364,3,1,1,1597
6361,7,3,4,820
6363,4,2,2,5928
6365,4,3,1,4829
6366,3,2,1,4265
6370,3,1,1,5515
6369,2,1,0,4159
6368,3,2,1,4829
6367,4,3,1,4286
9936,4,2,1,3784
9930,6,4,2,5129
9933,6,3,2,638
9925,4,3,1,1034
9934,8,4,3,1034
9922,5,4,1,3842
9917,9,4,5,4921
9919,5,1,4,3752
9918,5,3,2,638
9920,6,3,3,963
9939,8,2,3,4912
9926,7,4,3,4964
9923,5,3,2,3789
9935,3,0,2,1318
9921,11,2,9,1343
9927,13,7,6,4581
9937,11,5,4,5829
9932,9,3,5,1396
9929,7,5,2,3789
9928,3,1,2,3041
9931,8,4,3,5355
9924,7,3,4,4548
9940,7,1,1,1035
9938,8,2,4,1396
4968,3,3,0,3913
4964,2,2,0,671
4976,5,3,2,2720
4971,3,1,2,454
4967,3,2,1,5081
4965,5,2,3,5572
4975,4,3,1,3913
4972,4,2,2,2720
4969,5,3,2,3913
4974,3,3,0,3913
4978,3,0,3,3913
4966,3,1,2,671
4977,3,1,2,3913
4973,3,1,2,3913
4970,3,1,2,3913
6382,1,0,1,3883
6378,7,6,1,2825
6383,7,5,2,2825
6374,7,2,5,2825
6379,1,1,0,5853
6375,4,2,2,3883
6373,6,2,4,5816
6384,7,7,0,2825
6372,8,3,5,4404
6385,10,4,5,2116
6377,5,3,2,1774
6381,7,3,4,2825
6371,5,4,1,5815
6380,1,1,0,5853
6376,8,7,1,5815
6469,6,3,3,1788
6589,9,4,2,1706
6586,5,1,2,3506
6603,11,3,3,2722
6425,8,0,5,886
6415,7,3,4,958
6554,6,3,2,1657
6573,10,5,3,757
6417,7,6,1,5509
6532,7,3,3,67
6506,1,0,1,3855
6467,5,3,2,5173
6560,9,5,3,1037
6527,7,3,3,199
6496,5,0,3,5199
6504,5,3,2,3855
6502,6,3,3,4232
6430,5,1,1,3606
6566,8,2,4,4936
6540,7,3,3,518
6404,1,0,1,1867
6559,2,1,0,4176
6452,1,1,0,1037
6592,6,2,1,1151
6595,9,4,2,5950
6533,11,7,3,3657
6544,9,2,6,2722
6509,5,2,3,5428
6565,7,0,6,756
6411,9,6,3,2927
6390,6,0,2,1037
6605,9,1,2,4936
6442,10,6,4,4126
6499,6,3,3,3655
6505,4,2,2,3093
6558,8,4,3,5095
6475,7,4,3,378
6599,9,2,3,4936
6407,8,3,5,4771
6492,6,2,4,3078
6522,9,4,4,4148
6594,9,3,3,2927
6549,6,2,3,5086
6459,6,4,2,2167
6428,7,3,4,2927
6541,7,5,1,3606
6470,8,5,3,4040
6466,9,7,2,4089
6454,8,6,2,2258
6493,9,5,4,3657
6434,9,4,5,1658
6550,3,1,1,2463
6457,8,5,3,3078
6552,7,3,3,2954
6525,10,5,4,3657
6436,11,5,6,2722
6583,6,2,2,1151
6531,8,4,3,2923
6438,5,1,4,886
6418,6,4,2,3093
6507,6,3,3,5428
6563,8,2,5,4232
6508,6,2,4,3093
6529,8,3,4,2667
6422,9,0,2,2438
6464,9,3,6,1337
6439,9,3,6,5131
6602,11,5,1,4937
6543,12,6,5,416
6582,8,2,4,5553
6443,7,3,4,1170
6569,6,1,3,2923
6600,8,2,2,287
6413,7,2,1,296
6564,8,2,5,854
6568,7,3,2,2722
6468,8,6,2,207
6461,6,4,2,3039
6510,2,1,1,3855
6490,4,2,2,3004
6416,6,1,3,5199
6473,11,9,2,4628
6562,3,0,2,1969
6393,3,3,0,1037
6395,3,1,2,5534
6590,8,2,3,3798
6388,8,2,0,1037
6453,4,1,0,4936
6392,4,0,1,1037
6402,6,3,3,2193
6446,5,4,1,287
6419,9,5,4,2420
6394,8,3,5,1170
6414,10,5,5,3078
6515,7,4,3,854
6450,8,4,4,2185
6409,4,0,1,353
6486,3,0,3,946
6571,9,3,4,5087
6519,5,4,1,3942
6587,6,1,2,946
6604,10,1,3,2258
6607,11,1,3,3403
6484,3,2,1,2631
6593,9,5,1,958
6574,8,3,3,3944
6482,5,3,2,2727
6412,5,2,3,244
6448,5,2,3,4089
6579,6,3,1,2667
6488,8,2,6,3814
6585,9,4,3,3322
6405,7,3,4,4126
6608,11,0,3,2722
6567,9,3,4,958
6429,5,2,3,3606
6432,6,3,3,518
6479,10,5,5,5563
6421,7,4,3,2667
6513,4,3,1,3559
6389,5,1,4,1037
6512,7,3,4,759
6403,3,1,2,384
6572,9,3,4,3096
6491,1,0,1,1031
6444,6,1,0,5520
6477,8,2,6,1031
6584,8,2,4,4026
6601,6,1,0,1037
6534,10,6,3,958
6433,8,0,4,1037
6548,11,7,3,4121
6447,11,6,5,2927
6387,12,7,5,307
6597,9,1,5,190
6517,7,4,3,3855
6481,7,4,3,2923
6557,6,1,4,4284
6441,7,4,3,4089
6545,4,2,1,1072
6423,7,2,5,1037
6523,7,3,3,2551
6538,8,4,3,4089
6449,5,4,1,2844
6399,7,2,5,2850
6460,9,0,3,4936
6420,6,4,2,3657
6445,9,4,2,886
6426,8,5,3,2222
6465,7,6,1,1706
6462,8,4,4,5364
6542,3,1,1,1788
6501,6,5,1,4032
6424,3,0,3,4885
6575,6,0,4,886
6547,6,2,3,4174
6553,9,5,3,2927
6530,7,0,6,1368
6437,4,3,1,190
6440,13,9,4,3657
6489,5,2,3,2722
6570,6,4,0,4520
6474,8,5,3,2954
6494,4,2,2,1788
6476,7,4,3,905
6431,9,3,6,5108
6606,12,2,3,473
6435,7,3,4,3008
6578,9,4,3,3843
6456,8,5,3,4628
6408,9,2,7,1959
6487,7,5,2,667
6535,11,6,4,4937
6511,3,0,3,4226
6480,5,4,1,2667
6495,1,1,0,2923
6561,6,1,4,190
6463,11,5,6,2551
6577,8,3,3,4885
6581,9,2,5,3915
6427,3,2,1,4126
6485,8,3,5,4936
6551,5,2,2,3542
6516,5,3,2,3855
6555,10,7,2,1072
6451,5,4,1,3363
6497,5,3,2,4232
6520,3,2,1,5837
6514,8,2,6,3855
6539,7,5,1,378
6471,8,5,3,5307
6397,10,3,7,67
6386,8,4,4,4936
6410,4,2,2,1037
6528,11,8,2,1338
6500,3,1,2,3542
6524,7,3,3,2450
6556,6,4,1,4712
6588,4,0,1,5199
6526,9,4,4,4165
6596,9,3,3,3188
6591,4,1,0,5373
6458,10,3,7,2931
6521,11,3,7,2893
6478,7,4,3,2722
6546,8,5,2,1707
6536,5,2,2,2420
6472,6,1,5,1706
6537,10,5,4,2722
6580,3,1,0,4232
6406,6,2,4,1788
6396,5,0,5,2551
6503,7,4,3,2927
6400,7,0,1,4936
6518,5,4,1,3855
6598,11,1,6,190
6401,5,4,1,4936
6455,1,0,1,3657
6391,10,5,5,749
6398,5,3,2,4936
6483,6,2,4,2722
6498,8,5,3,287
6576,8,3,3,4121
6632,8,3,4,5187
6629,5,2,3,1531
6609,6,4,2,388
6633,7,3,3,3601
6614,7,1,6,3919
6621,6,3,3,5902
6623,8,2,6,4734
6631,7,4,2,5519
6627,5,5,0,4790
6622,5,3,2,4806
6626,12,8,4,4051
6616,4,3,1,5644
6625,7,4,3,5065
6611,5,1,4,529
6620,5,1,4,5868
6615,7,1,6,529
6618,5,1,4,5570
6613,7,2,5,4254
6610,8,3,5,6059
6630,7,4,3,2826
6612,9,5,4,3785
6628,6,3,3,4642
6634,8,5,0,5106
6617,5,2,3,3562
6619,8,6,2,5519
6624,6,4,2,5868
6635,2,2,0,3443
6637,7,4,3,5224
6636,4,2,2,6022
6638,5,3,2,5944
6639,4,2,2,4589
4204,6,2,4,1758
4206,4,1,1,4944
4205,5,2,3,5674
6649,8,5,3,294
6670,5,2,2,1011
6681,11,3,6,5445
6651,11,4,7,3514
6656,6,2,4,5374
6643,5,2,3,1011
6654,10,8,2,903
6659,11,9,2,1011
6658,11,8,3,4851
6644,10,6,4,5374
6665,11,5,5,6032
6642,3,1,2,2681
6662,6,1,5,1273
6657,9,6,3,4647
6661,6,4,2,3165
6666,10,7,2,3356
6674,6,3,1,5474
6684,4,1,0,5589
6687,14,0,2,4733
6685,9,5,0,2518
6678,10,3,5,3480
6680,13,5,6,5449
6650,11,4,7,5821
6673,6,2,3,4759
6668,9,5,3,2019
6675,12,6,4,3495
6660,6,2,4,4882
6669,8,4,3,5481
6652,1,0,1,4647
6663,11,5,6,544
6667,11,5,5,5953
6648,6,1,5,5865
6683,14,8,3,4789
6686,12,2,6,5481
6653,3,1,2,2016
6672,12,7,4,3483
6664,8,5,2,5865
6682,7,5,0,1273
6647,12,9,3,4647
6679,7,3,2,864
6671,9,5,3,2019
6677,10,5,3,1273
6655,1,0,1,4672
6676,15,6,7,2505
6646,3,0,3,2505
6645,5,2,3,3165
6700,7,3,4,4018
6712,2,1,1,4568
6694,4,3,1,10
6716,5,1,3,1094
6709,5,1,4,4094
6719,4,3,0,4892
6707,3,3,0,5517
6708,1,0,1,3991
6698,5,4,1,2494
6705,4,3,1,2494
6711,5,3,2,4094
6697,6,3,3,2494
6696,7,3,4,4892
6715,8,5,2,4018
6714,2,0,2,3054
6695,6,3,3,5410
6690,4,3,1,916
6720,9,4,4,3991
6688,5,4,1,5843
6702,5,3,2,10
6704,6,4,2,2494
6713,3,1,2,3246
6693,7,5,2,1094
6703,8,5,3,916
6718,4,1,2,4018
6717,3,2,0,1148
6699,4,2,2,4094
6689,4,2,2,3991
6721,3,1,0,2494
6692,5,2,3,3062
6710,6,4,2,3991
6691,5,4,1,2494
6706,8,4,4,3991
6701,5,4,1,3054
6740,4,0,1,5239
6738,5,1,4,937
6739,6,3,2,4977
6737,1,0,1,2741
6744,6,5,1,5118
6736,6,3,3,1529
6745,7,1,6,5304
6743,4,2,2,1529
6742,3,2,1,1529
6746,2,2,0,6018
6747,5,1,1,937
6741,2,1,1,3496
6731,5,2,3,2544
6734,4,0,4,3323
6732,4,1,3,3323
6728,3,2,1,1936
